  date   ending_time  yb mb db hb mb ye me de he me   umoy      vmoy      vhmoy      vmod      vdir      wmoy      tsmoy     tm_b    rh_b       rapmel  pression     rgd       rgm       rird      rirm       rnet      trad      KH20      tbatt     ubatt    varu         varv         varw         varts     covwu      corwu         covwv        corwv      covwts      corwts         svh         sw         sts        vhwts    precip   tm_h        rh_h    rapmel_h
01/12/10 00:29:59.937 10 12  1  0  0 10 12  1  0 29      0.49     -1.23      1.37      1.32    111.89      0.05      6.24      4.24     85.47      4.54    975.75     -2.22      2.51    251.73    318.67    -71.68      1.67     55.10      4.84     12.30  0.5711E+00  0.5023E+00  0.8902E-02  0.2714E-01  0.1093E-01  0.1532E+00 -0.7812E-02 -0.1168E+00 -0.2950E-02 -0.1898E+00  0.2127E+00  0.4213E-04 -0.9142E-03 -0.1865E-02      0.00      4.23     82.23      4.36
01/12/10 00:59:59.948 10 12  1  0 30 10 12  1  0 59      1.53     -0.24      2.07      1.55    171.00      0.01      5.76      3.79     87.64      4.50    975.97     -2.09      1.88    257.41    318.24    -64.81      1.56     54.49      4.38     12.29  0.1605E+00  0.1956E+01  0.2419E-01  0.2548E-01 -0.2248E-01 -0.3608E+00  0.4118E-01  0.1893E+00 -0.1265E-02 -0.5095E-01  0.7701E+00  0.1082E-02 -0.1577E-03 -0.3765E-02      0.00      3.68     84.17      4.29
01/12/10 01:29:59.961 10 12  1  1  0 10 12  1  1 29      0.82      1.48      1.90      1.69    240.87      0.07      4.90      3.10     88.01      4.31    975.97     -2.77      1.49    257.21    317.47    -64.53      1.06     58.46      4.07     12.30  0.1252E+01  0.5730E+00  0.1341E+00  0.1099E+00  0.1729E-01  0.4219E-01  0.4585E-02  0.1654E-01  0.6693E-02  0.5512E-01  0.8137E-01 -0.4687E-01  0.3299E-01 -0.1032E-01      0.00      2.88     84.71      4.08
01/12/10 01:59:59.976 10 12  1  1 30 10 12  1  1 59      0.46      1.07      1.36      1.17    246.62     -0.01      4.43      2.47     88.13      4.12    975.95     -2.58      2.07    248.60    314.41    -70.45      0.20     61.75      3.51     12.31  0.4281E+00  0.3409E+00  0.1279E+00  0.1379E-01 -0.7124E-01 -0.3045E+00 -0.5183E-01 -0.2483E+00  0.2846E-02  0.6777E-01  0.8293E-01 -0.3797E-02  0.4480E-03 -0.1445E-02      0.00      2.19     85.39      3.91
01/12/10 02:29:59.989 10 12  1  2  0 10 12  1  2 29      0.80      0.95      1.37      1.24    230.04     -0.04      4.50      2.53     87.99      4.13    976.18     -1.33      1.81    277.78    316.21    -41.57      0.29     61.62      3.12     12.30  0.1007E+01  0.8467E+00  0.6766E-01  0.1158E-01  0.5192E-01  0.1989E+00  0.4598E-01  0.1921E+00 -0.3060E-02 -0.1093E+00  0.5724E+00 -0.1045E-02  0.3479E-04 -0.1099E-02      0.00      2.27     85.47      3.94
01/12/10 02:59:59.900 10 12  1  2 30 10 12  1  2 59      0.68      0.19      0.90      0.70    195.46     -0.02      4.48      2.53     87.89      4.13    976.15     -1.71      1.66    273.49    315.86    -45.74      0.27     61.08      3.14     12.29  0.8776E-01  0.2883E+00  0.1834E-01  0.9010E-02 -0.8189E-02 -0.2041E+00 -0.9372E-02 -0.1289E+00  0.3567E-02  0.2775E+00 -0.3205E-01  0.6103E-03  0.5462E-03  0.9305E-03      0.00      2.27     85.44      3.94
01/12/10 03:29:59.913 10 12  1  3  0 10 12  1  3 29      0.87     -0.58      1.14      1.04    146.53     -0.04      4.42      2.48     88.19      4.13    976.09     -0.75      1.25    299.26    317.92    -20.65      0.45     60.68      3.17     12.31  0.7652E-01  0.1621E+00  0.1743E-01  0.6989E-02 -0.5600E-02 -0.1533E+00  0.7485E-02  0.1408E+00 -0.1941E-02 -0.1759E+00  0.7475E-02 -0.1563E-03  0.3865E-03  0.7820E-03      0.00      2.26     85.60      3.94
01/12/10 03:59:59.925 10 12  1  3 30 10 12  1  3 59      0.60     -0.73      1.31      0.94    129.38     -0.02      4.62      2.67     88.56      4.20    976.09     -0.71      0.83    309.44    320.48    -12.58      0.88     60.84      3.46     12.31  0.2205E+00  0.5937E+00  0.2769E-01  0.9801E-02 -0.1223E-01 -0.1565E+00  0.1907E-01  0.1487E+00 -0.2791E-02 -0.1694E+00  0.1589E+00  0.9288E-03 -0.4338E-03 -0.2147E-02      0.00      2.42     85.82      4.00
01/12/10 04:29:59.941 10 12  1  4  0 10 12  1  4 29      0.18     -0.67      0.89      0.70    105.03     -0.04      4.54      2.66     88.65      4.20    975.99     -1.04      0.70    303.04    320.40    -19.10      0.94     59.27      3.71     12.32  0.3689E+00  0.4077E+00  0.3317E-01  0.6994E-02 -0.1563E-01 -0.1413E+00  0.1597E-01  0.1373E+00  0.2119E-02  0.1391E+00  0.1231E-01  0.7689E-03  0.5848E-03  0.6354E-03      0.00      2.38     85.96      3.99
01/12/10 04:59:59.956 10 12  1  4 30 10 12  1  4 59     -0.15      0.68      0.84      0.70    282.54      0.06      5.08      3.09     88.63      4.33    976.08     -0.80      1.34    295.74    321.19    -27.59      1.13     61.60      3.88     12.31  0.1782E+00  0.2155E+00  0.6849E-01  0.4341E-01 -0.2255E-01 -0.2041E+00 -0.2990E-01 -0.2461E+00  0.1054E-01  0.1933E+00  0.4519E-01 -0.6162E-02 -0.6563E-02 -0.4510E-02      0.00      2.74     86.27      4.11
01/12/10 05:29:59.966 10 12  1  5  0 10 12  1  5 29      0.64      1.12      1.50      1.29    240.19     -0.03      5.14      3.17     86.82      4.27    976.13     -1.00      1.44    289.33    320.15    -33.26      1.22     64.57      3.96     12.31  0.6151E+00  0.6532E+00  0.1025E+00  0.3026E-01  0.2364E-01  0.9413E-01  0.5251E-01  0.2029E+00 -0.2704E-02 -0.4854E-01 -0.5137E-01 -0.4561E-03  0.1110E-02 -0.5295E-03      0.00      2.88     85.31      4.11
01/12/10 05:59:59.984 10 12  1  5 30 10 12  1  5 59      0.49     -0.14      0.82      0.51    163.69      0.04      5.18      3.32     85.82      4.26    976.31     -0.56      0.95    301.84    321.47    -21.13      1.43     63.35      4.10     12.31  0.1593E+00  0.3775E+00  0.3376E-01  0.2401E-01 -0.1320E-01 -0.1801E+00  0.1956E-01  0.1733E+00 -0.1835E-02 -0.6444E-01  0.3001E+00  0.1330E-02 -0.3293E-02 -0.1052E-02      0.00      3.05     84.08      4.10
01/12/10 06:29:59.994 10 12  1  6  0 10 12  1  6 29     -0.14     -0.36      0.69      0.38     68.04      0.03      4.98      2.92     86.72      4.19    976.43     -2.83      1.96    248.72    315.60    -71.67      0.69     59.77      3.94     12.31  0.2326E+00  0.2467E+00  0.3806E-01  0.4522E-01 -0.1428E-01 -0.1518E+00  0.1463E-01  0.1510E+00 -0.1874E-02 -0.4517E-01  0.1177E-02  0.4244E-03 -0.1121E-02  0.6868E-03      0.00      2.78     84.16      4.02
01/12/10 06:59:59.903 10 12  1  6 30 10 12  1  6 59      1.01      0.35      1.34      1.07    198.85      0.00      5.07      2.92     87.41      4.22    976.76     -1.16      2.72    265.17    314.23    -52.94      0.20     59.19      3.21     12.32  0.1779E+01  0.8124E+00  0.7063E-01  0.2740E-01 -0.4108E-01 -0.1159E+00 -0.1967E-01 -0.8211E-01 -0.6680E-02 -0.1518E+00  0.7854E+00 -0.1606E-02  0.5246E-04 -0.8785E-02      0.00      2.78     84.39      4.03
01/12/10 07:29:59.923 10 12  1  7  0 10 12  1  7 29      3.62      2.36      4.38      4.32    213.05      0.04      5.54      3.60     85.53      4.33    976.96      4.38      1.69    303.54    321.90    -15.67      1.79     61.98      3.46     12.31  0.7674E+00  0.4847E+00  0.2058E+00  0.2666E-01 -0.1112E+00 -0.2797E+00 -0.3316E-01 -0.1050E+00 -0.1589E-01 -0.2145E+00 -0.1112E+00  0.7789E-02  0.1169E-02  0.1063E-02      0.00      3.38     82.85      4.13
01/12/10 07:59:59.935 10 12  1  7 30 10 12  1  7 59      2.85      2.52      3.87      3.80    221.44      0.11      4.51      3.71     83.73      4.27    977.47     30.36      4.94    271.82    321.78    -24.54      2.13     63.85      4.20     12.31  0.4014E+01  0.2220E+01  0.2523E+00  0.4791E+01 -0.2289E-01 -0.2275E-01  0.7224E-02  0.9651E-02  0.1075E+00  0.9773E-01 -0.1484E+01  0.2598E-01 -0.1640E+02 -0.3042E+00      0.00      3.47     80.87      4.05
01/12/10 08:29:59.947 10 12  1  8  0 10 12  1  8 29      3.07      3.03      4.38      4.31    224.62      0.18      5.63      3.91     82.07      4.24    978.08     84.78     13.19    305.05    326.57     50.06      2.65     66.44      4.83     12.31  0.6820E+00  0.6867E+00  0.3145E+00  0.2547E-01 -0.1671E+00 -0.3608E+00 -0.1262E+00 -0.2716E+00  0.4132E-02  0.4617E-01  0.2493E-01  0.1495E-01  0.2184E-02  0.1971E-02      0.00      3.62     79.44      4.02
01/12/10 08:59:59.960 10 12  1  8 30 10 12  1  8 59      2.77      3.00      4.14      4.08    227.35      0.13      6.08      4.39     81.46      4.35    978.44     87.76     12.46    289.29    328.75     35.84      3.08     64.26      5.56     12.31  0.6538E+00  0.5683E+00  0.2647E+00  0.1660E-01 -0.1483E+00 -0.3565E+00 -0.1021E+00 -0.2633E+00  0.5691E-02  0.8585E-01  0.3638E-01  0.2373E-01  0.1467E-02 -0.8000E-02      0.00      4.07     78.84      4.12
01/12/10 09:29:59.973 10 12  1  9  0 10 12  1  9 29      2.17      2.23      3.21      3.11    225.82      0.17      6.25      4.68     80.86      4.41    978.94    119.07     15.72    319.10    334.46     87.99      3.59     65.10      6.09     12.31  0.5915E+00  0.5729E+00  0.2841E+00  0.6933E-02 -0.1253E+00 -0.3057E+00 -0.4936E-01 -0.1223E+00  0.1527E-01  0.3441E+00  0.1731E-01 -0.3110E-01  0.2853E-03 -0.3002E-02      0.00      4.33     78.41      4.17
01/12/10 09:59:59.991 10 12  1  9 30 10 12  1  9 59      1.54      2.83      3.34      3.22    241.50      0.12      6.57      4.94     81.06      4.50    979.28     69.64      9.13    322.45    336.18     46.78      3.74     63.70      6.64     12.32  0.9715E+00  0.9635E+00  0.2875E+00  0.3783E-01 -0.1662E+00 -0.3144E+00 -0.1578E+00 -0.2999E+00  0.7613E-02  0.7301E-01  0.3891E+00  0.1376E-01 -0.4589E-03 -0.1686E-01      0.00      4.60     78.68      4.26
01/12/10 10:29:59.901 10 12  1 10  0 10 12  1 10 29      1.13      3.42      3.75      3.60    251.71      0.08      6.86      5.30     79.73      4.54    979.48     91.72     12.46    323.35    337.89     64.73      4.05     64.46      6.95     12.31  0.2477E+01  0.2413E+01  0.4988E+00  0.1335E-01 -0.5003E+00 -0.4501E+00 -0.4896E+00 -0.4463E+00  0.2936E-01  0.3599E+00  0.2147E+01 -0.4293E-01  0.4886E-03  0.4492E-02      0.00      4.97     77.27      4.30
01/12/10 10:59:59.916 10 12  1 10 30 10 12  1 10 59      0.86      4.58      4.85      4.66    259.43     -0.01      6.83      5.29     79.90      4.54    979.57     94.66     12.66    321.74    338.96     64.78      4.12     63.83      7.23     12.32  0.2332E+01  0.2401E+01  0.5789E+00  0.1818E-01 -0.5304E+00 -0.4565E+00 -0.5570E+00 -0.4725E+00  0.3109E-01  0.3031E+00 -0.4814E+00  0.1485E+00  0.1370E-02 -0.5039E-02      0.00      4.98     77.34      4.30
01/12/10 11:29:59.929 10 12  1 11  0 10 12  1 11 29      0.46      4.73      4.92      4.76    264.40     -0.02      6.66      5.21     80.00      4.52    979.81     53.54      7.08    323.02    337.49     31.99      3.88     63.50      7.23     12.32  0.3237E+01  0.3282E+01  0.6099E+00  0.2619E-01 -0.6348E+00 -0.4518E+00 -0.6400E+00 -0.4523E+00  0.4489E-01  0.3552E+00 -0.5514E-01  0.2390E-01  0.9796E-03  0.5724E-02      0.00      4.89     77.39      4.28
01/12/10 11:59:59.944 10 12  1 11 30 10 12  1 11 59     -0.04      3.23      3.35      3.23    270.66     -0.03      5.41      4.86     82.75      4.56    980.13     32.48      4.38    323.09    335.66     15.54      3.46     59.31      7.01     12.31  0.3509E+01  0.3507E+01  0.3566E+00  0.5785E+01 -0.3279E+00 -0.2931E+00 -0.3276E+00 -0.2930E+00 -0.1968E-01 -0.1370E-01 -0.2094E+01  0.4659E-01 -0.2504E+02 -0.2129E+00      0.00      4.55     79.77      4.31
01/12/10 12:29:59.960 10 12  1 12  0 10 12  1 12 29      1.39      4.70      5.16      4.90    253.59      0.10      6.42      4.81     79.34      4.36    980.50     47.08      6.42    320.25    335.22     25.68      3.44     66.62      6.78     12.32  0.3157E+01  0.3164E+01  0.8048E+00  0.3658E-01 -0.5721E+00 -0.3589E+00 -0.6207E+00 -0.3890E+00  0.4326E-01  0.2521E+00  0.5607E+00  0.3393E-01 -0.5436E-02  0.1029E-01      0.00      4.49     76.89      4.13
01/12/10 12:59:59.976 10 12  1 12 30 10 12  1 12 59      0.81      5.71      5.95      5.77    261.89      0.03      5.34      4.11     78.37      4.10    980.97     71.40      9.76    315.92    333.26     44.31      2.86     70.42      6.51     12.31  0.5862E+01  0.5828E+01  0.8824E+00  0.1977E+01 -0.7961E+00 -0.3500E+00 -0.8123E+00 -0.3582E+00  0.4640E-01  0.3513E-01 -0.7379E+01  0.1181E+00 -0.9496E+01 -0.3443E+00      0.00      3.79     75.84      3.87
01/12/10 13:29:59.986 10 12  1 13  0 10 12  1 13 29      0.83      5.63      5.96      5.69    261.62      0.01      5.64      4.14     74.09      3.88    981.37    112.50     15.51    312.79    335.46     74.33      2.96     76.14      6.28     12.31  0.3292E+01  0.3234E+01  0.8006E+00  0.4559E-01 -0.6887E+00 -0.4242E+00 -0.7171E+00 -0.4456E+00  0.6178E-01  0.3233E+00  0.4694E+00 -0.2276E-01 -0.1403E-02 -0.3685E-02      0.00      3.79     71.74      3.66
01/12/10 13:59:59.900 10 12  1 13 30 10 12  1 13 59      0.57      4.68      4.88      4.71    263.07      0.00      4.73      3.72     76.11      3.86    982.01     59.05      8.15    313.91    332.48     32.33      2.43     75.95      6.04     12.31  0.5392E+01  0.5393E+01  0.7036E+00  0.2879E+01 -0.5926E+00 -0.3043E+00 -0.6061E+00 -0.3112E+00  0.4827E-01  0.3392E-01 -0.5952E+01  0.1290E+00 -0.1175E+02 -0.3678E+00      0.00      3.39     73.79      3.66
01/12/10 14:29:59.913 10 12  1 14  0 10 12  1 14 29      0.59      5.28      5.52      5.32    263.58      0.00      5.22      3.58     75.85      3.81    982.55     21.24      3.00    313.53    330.14      1.64      2.18     74.52      5.69     12.31  0.3223E+01  0.3251E+01  0.8071E+00  0.3160E-01 -0.8292E+00 -0.5142E+00 -0.8301E+00 -0.5125E+00  0.5407E-01  0.3385E+00  0.7495E+00  0.1659E+00 -0.1230E-02 -0.1431E-02      0.00      3.27     73.46      3.61
01/12/10 14:59:59.926 10 12  1 14 30 10 12  1 14 59      0.85      4.83      5.10      4.91    260.07      0.01      4.68      3.31     75.04      3.70    983.08     15.93      2.35    312.08    328.27     -2.60      1.88     77.33      5.34     12.31  0.5436E+01  0.5351E+01  0.7130E+00  0.1461E+01 -0.6946E+00 -0.3528E+00 -0.7126E+00 -0.3648E+00  0.3854E-01  0.3776E-01 -0.4899E+00  0.4435E-01 -0.6280E+01 -0.2052E+00      0.00      2.99     72.75      3.50
01/12/10 15:29:59.940 10 12  1 15  0 10 12  1 15 29     -0.14      4.56      4.77      4.56    271.71     -0.07      4.14      3.26     74.05      3.63    983.76      8.34      1.37    313.31    327.01     -6.73      1.78     79.12      5.04     12.31  0.6535E+01  0.6505E+01  0.6473E+00  0.3387E+01 -0.5617E+00 -0.2731E+00 -0.5585E+00 -0.2722E+00 -0.3310E-01 -0.2236E-01 -0.7327E+01 -0.5925E-01 -0.1115E+02 -0.1816E+00      0.00      2.96     71.67      3.44
01/12/10 15:59:59.903 10 12  1 15 30 10 12  1 15 59     -0.02      3.95      4.07      3.95    270.27     -0.11      4.02      3.19     75.65      3.69    984.36      8.82      1.49    312.82    326.49     -6.34      1.70     76.28      4.89     12.31  0.5939E+01  0.5939E+01  0.4274E+00  0.3563E+01 -0.5499E+00 -0.3452E+00 -0.5499E+00 -0.3451E+00 -0.7582E-01 -0.6144E-01 -0.2798E+01 -0.8003E-02 -0.1110E+02 -0.6477E-01      0.00      2.88     73.21      3.49
01/12/10 16:29:59.968 10 12  1 16  0 10 12  1 16 29     -0.53      4.82      5.03      4.85    276.32     -0.08      4.48      2.95     74.81      3.59    984.85      2.25      0.55    310.01    325.12    -13.41      1.47     78.26      4.73     12.31  0.3376E+01  0.3291E+01  0.5408E+00  0.2756E+00 -0.5157E+00 -0.3817E+00 -0.5098E+00 -0.3822E+00  0.1825E-01  0.4727E-01 -0.2089E+01  0.1269E+00 -0.9191E+00 -0.2095E-01      0.00      2.64     72.59      3.40
01/12/10 16:59:59.984 10 12  1 16 30 10 12  1 16 59      1.03      3.71      3.95      3.85    254.51      0.07      4.56      2.82     74.27      3.52    985.52     -0.36      0.27    307.81    324.15    -16.97      1.28     79.12      4.53     12.30  0.1559E+01  0.1543E+01  0.3921E+00  0.9544E-02 -0.3634E+00 -0.4649E+00 -0.3708E+00 -0.4768E+00  0.1858E-01  0.3038E+00  0.3068E+00  0.4654E-01  0.3423E-03 -0.3957E-02      0.00      2.52     72.00      3.34
01/12/10 17:29:59.995 10 12  1 17  0 10 12  1 17 29      0.21      3.73      3.86      3.74    266.78      0.01      4.40      2.63     73.81      3.45    986.01     -2.18      1.10    246.56    317.62    -74.34      0.83     80.40      4.22     12.31  0.1838E+01  0.1845E+01  0.3536E+00  0.1852E-01 -0.3567E+00 -0.4425E+00 -0.3599E+00 -0.4456E+00  0.6699E-02  0.8279E-01  0.2378E+00  0.5482E-01  0.1063E-02  0.6489E-03      0.00      2.35     71.56      3.28
01/12/10 17:59:59.909 10 12  1 17 30 10 12  1 17 59      0.56      2.41      2.55      2.47    256.82      0.05      4.02      2.20     74.07      3.36    986.46     -2.86      1.82    231.20    312.41    -85.88      0.05     81.80      3.40     12.31  0.5224E+00  0.5441E+00  0.1319E+00  0.2035E-01 -0.1047E+00 -0.3990E+00 -0.1104E+00 -0.4122E+00 -0.4641E-02 -0.8959E-01  0.6898E-01  0.2297E-02  0.1086E-02 -0.2350E-02      0.00      1.93     71.81      3.19
01/12/10 18:29:59.920 10 12  1 18  0 10 12  1 18 29      0.32      1.62      1.72      1.65    258.88      0.04      3.67      1.83     75.08      3.31    986.89     -3.06      2.14    229.25    309.27    -85.23     -0.56     81.30      2.55     12.30  0.1707E+00  0.1855E+00  0.4777E-01  0.1433E-01 -0.3299E-01 -0.3653E+00 -0.3813E-01 -0.4051E+00  0.3987E-02  0.1524E+00  0.3134E-01  0.2443E-02  0.4348E-03 -0.2791E-02      0.00      1.55     72.82      3.15
01/12/10 18:59:59.934 10 12  1 18 30 10 12  1 18 59     -0.20      1.99      2.06      2.00    275.60      0.03      3.44      1.55     78.60      3.40    987.43     -2.37      2.12    237.96    308.67    -75.20     -0.78     77.22      1.94     12.30  0.3180E+00  0.3256E+00  0.9417E-01  0.8539E-02 -0.6400E-01 -0.3699E+00 -0.6359E-01 -0.3632E+00  0.4338E-03  0.1530E-01 -0.1476E-01  0.4233E-02  0.1897E-03 -0.2588E-02      0.00      1.28     76.07      3.22
01/12/10 19:29:59.945 10 12  1 19  0 10 12  1 19 29     -0.95      1.91      2.19      2.13    296.37      0.08      3.20      1.33     77.91      3.31    987.89     -1.81      1.60    253.09    309.72    -60.04     -0.76     80.44      1.79     12.30  0.4931E+00  0.4444E+00  0.1072E+00  0.2311E-01 -0.8618E-01 -0.3748E+00 -0.9259E-01 -0.4242E+00  0.1295E-01  0.2602E+00  0.9718E-02  0.1264E-01  0.1417E-02 -0.6412E-03      0.00      1.00     76.13      3.16
01/12/10 19:59:59.953 10 12  1 19 30 10 12  1 19  4     -0.49      0.66      0.97      0.82    306.30      0.16      3.06      1.16     78.81      3.31    988.03     -2.10      2.03    253.36    308.62    -59.38     -1.13     79.04      1.70     12.30  0.2121E+00  0.1336E+00  0.6703E-01  0.1731E-01 -0.4612E-01 -0.3868E+00 -0.3419E-01 -0.3613E+00  0.1311E-01  0.3850E+00  0.7155E-02 -0.4724E-02  0.2116E-02 -0.3045E-03      0.00      0.81     76.97      3.15
02/12/10 09:29:59.927 10 12  2  9  0 10 12  2  9 29     -0.32     -2.08      2.17      2.11     81.20      0.05      2.21      0.89     80.80      3.33    988.73    271.42     44.64    224.77    314.16    137.38      1.11     85.66      3.65     12.31  0.2967E+00  0.3083E+00  0.1090E+00  0.4630E-01 -0.5909E-01 -0.3285E+00  0.6191E-01  0.3377E+00  0.2784E-01  0.3918E+00  0.5136E-01  0.9501E-02  0.4849E-02  0.7300E-02      0.00      0.55     79.12      3.18
02/12/10 09:59:59.946 10 12  2  9 30 10 12  2  9 59      0.18     -2.08      2.22      2.09     95.06     -0.09      2.91      1.69     75.71      3.30    988.59    337.12     52.62    231.73    321.82    194.41      2.34     89.59      4.92     12.30  0.3845E+00  0.3821E+00  0.1122E+00  0.4467E-01 -0.7236E-01 -0.3483E+00  0.6886E-01  0.3325E+00  0.3332E-02  0.4706E-01  0.1353E+00  0.1152E-01  0.2382E-02  0.1980E-02      0.00      1.33     74.24      3.16
02/12/10 10:29:59.959 10 12  2 10  0 10 12  2 10 29      0.83     -1.62      2.01      1.82    116.94      0.02      3.77      2.91     67.19      3.20    988.59    454.72     68.82    266.93    336.78    316.04      4.34     95.47      6.45     12.30  0.4829E+00  0.5402E+00  0.1814E+00  0.1393E+00 -0.8132E-01 -0.2747E+00  0.5025E-01  0.1605E+00  0.2850E-01  0.1793E+00  0.4528E-01  0.1490E-01  0.3516E-01  0.1164E-01      0.00      2.52     65.81      3.04
02/12/10 10:59:59.979 10 12  2 10 30 10 12  2 10 59      0.23     -1.44      1.62      1.46     98.98     -0.04      4.73      3.81     64.89      3.29    988.34    345.87     52.21    260.16    342.63    211.19      5.01     91.97      7.79     12.31  0.3601E+00  0.3813E+00  0.1377E+00  0.8574E-01 -0.3056E-01 -0.1372E+00  0.3060E-01  0.1335E+00  0.4099E-01  0.3772E+00  0.1605E-01  0.5099E-02  0.1760E-01  0.8620E-02      0.00      3.49     63.23      3.14
02/12/10 11:29:59.995 10 12  2 11  0 10 12  2 11 29     -0.62     -0.35      0.99      0.71     29.76     -0.04      5.57      4.42     63.96      3.39    988.34    173.75     22.46    299.50    343.85    106.93      4.84     90.08      8.13     12.30  0.2085E+00  0.3247E+00  0.7260E-01  0.6863E-01  0.3782E-02  0.3074E-01  0.2066E-01  0.1346E+00  0.3407E-01  0.4827E+00  0.2489E-01  0.7966E-02  0.8262E-02  0.1185E-01      0.00      4.06     62.42      3.22
02/12/10 11:59:59.911 10 12  2 11 30 10 12  2 11 59     -0.54     -0.32      0.79      0.63     30.82      0.05      5.91      4.83     62.64      3.41    988.17    208.11     30.92    291.89    343.56    125.52      4.69     92.11      7.99     12.30  0.1359E+00  0.1847E+00  0.6623E-01  0.3199E-01 -0.1565E-01 -0.1649E+00  0.2089E-01  0.1888E+00  0.2350E-01  0.5106E+00 -0.9854E-02  0.6046E-02  0.6814E-02  0.2380E-02      0.00      4.52     61.24      3.27
02/12/10 12:29:59.924 10 12  2 12  0 10 12  2 12 29      1.24      0.11      1.49      1.24    185.24     -0.01      6.20      5.80     58.07      3.39    988.02    345.07     52.07    268.69    352.12    209.57      6.41     94.31      8.86     12.31  0.7973E+00  0.4995E+00  0.1870E+00  0.1195E+00  0.4881E-01  0.1264E+00  0.3451E-01  0.1129E+00  0.8923E-01  0.5970E+00 -0.1830E-01 -0.5994E-02 -0.9415E-03  0.3804E-02      0.00      5.38     56.91      3.22
02/12/10 12:59:59.944 10 12  2 12 30 10 12  2 12 59      1.19      0.30      1.52      1.23    194.11     -0.04      6.39      5.75     59.43      3.45    987.86    328.25     51.53    261.73    351.68    186.77      5.91     89.74      9.13     12.30  0.2456E+00  0.8604E+00  0.1098E+00  0.3506E-01  0.4903E-02  0.2985E-01  0.7162E-02  0.2330E-01  0.3159E-01  0.5091E+00 -0.1169E+00  0.1887E-01  0.1041E-01  0.8942E-02      0.00      5.32     58.06      3.27
02/12/10 13:29:59.957 10 12  2 13  0 10 12  2 13 29      0.92      1.24      1.66      1.54    233.53      0.08      6.84      6.20     58.63      3.52    987.70    229.48     32.92    294.34    355.97    134.93      6.34     88.29      9.66     12.31  0.5402E+00  0.3498E+00  0.1289E+00  0.9248E-01 -0.4423E-01 -0.1676E+00 -0.2166E-01 -0.1020E+00  0.5937E-01  0.5437E+00  0.1330E-01  0.1135E-01  0.2623E-01 -0.1603E-01      0.00      5.70     57.56      3.33
02/12/10 13:59:59.973 10 12  2 13 30 10 12  2 13 59      0.06      1.47      1.66      1.47    267.57      0.05      6.46      5.89     61.51      3.61    987.69     71.32      9.78    313.14    348.16     26.52      4.88     80.96      9.33     12.31  0.1000E+01  0.9991E+00  0.1240E+00  0.4584E+01 -0.1295E+00 -0.3678E+00 -0.1309E+00 -0.3718E+00  0.6445E-01  0.8548E-01  0.7354E+00  0.2787E-02 -0.2609E+02 -0.1381E+00      0.00      5.51     59.79      3.42
02/12/10 14:29:59.991 10 12  2 14  0 10 12  2 14 29     -0.41      1.83      1.98      1.87    282.55      0.07      7.07      5.77     63.27      3.69    987.73     60.11      9.09    309.73    343.69     17.06      4.32     78.03      8.49     12.31  0.7261E+00  0.7422E+00  0.1462E+00  0.2915E-01 -0.1451E+00 -0.4454E+00 -0.1396E+00 -0.4237E+00  0.3207E-01  0.4912E+00  0.2287E+00  0.1237E-01  0.4522E-02 -0.4711E-03      0.00      5.41     61.35      3.48
02/12/10 14:59:59.906 10 12  2 14 30 10 12  2 14 59      0.24      1.93      2.11      1.95    262.85      0.02      6.94      5.61     64.26      3.70    987.82     49.15      7.39    308.61    341.78      8.58      4.16     78.96      7.97     12.31  0.8257E+00  0.7400E+00  0.1455E+00  0.2791E-01 -0.1203E+00 -0.3470E+00 -0.1172E+00 -0.3572E+00  0.2916E-01  0.4575E+00  0.2599E-01  0.9737E-02  0.5406E-02 -0.8373E-02      0.00      5.25     62.35      3.50
02/12/10 15:29:59.920 10 12  2 15  0 10 12  2 15 29      0.63      1.95      2.15      2.05    252.25      0.09      6.60      5.28     67.35      3.79    987.88     32.52      5.90    302.91    337.33     -7.80      3.54     70.01      7.47     12.31  0.9157E+00  0.8261E+00  0.1452E+00  0.2058E-01 -0.8273E-01 -0.2269E+00 -0.8656E-01 -0.2500E+00  0.1800E-01  0.3294E+00  0.3539E+00  0.4095E-02  0.3156E-02 -0.6427E-02      0.00      4.94     65.12      3.58
02/12/10 15:59:59.933 10 12  2 15 30 10 12  2 15 59      1.37      1.72      2.27      2.20    231.29      0.12      6.45      5.00     69.33      3.83    987.89     25.82      5.06    284.32    333.00    -27.92      3.18     75.26      6.83     12.30  0.6424E+00  0.4860E+00  0.1265E+00  0.2149E-01 -0.7891E-01 -0.2768E+00 -0.7333E-01 -0.2957E+00  0.3230E-02  0.6195E-01 -0.5476E-01  0.1235E-01  0.3730E-02 -0.2344E-02      0.00      4.68     67.02      3.62
02/12/10 16:29:59.951 10 12  2 16  0 10 12  2 16 29      1.87      2.15      2.90      2.85    228.93      0.05      6.43      4.86     70.91      3.88    988.05      2.94      1.04    313.05    333.61    -18.65      3.20     75.16      6.48     12.29  0.6194E+00  0.5734E+00  0.1732E+00  0.3390E-02 -0.3112E-01 -0.9501E-01 -0.4449E-02 -0.1412E-01 -0.5354E-03 -0.2209E-01  0.5365E-02 -0.1618E-01  0.2055E-04  0.3947E-03      0.00      4.57     68.55      3.67
